device_id,gender,age,group
7243077666234104014,0,26,024-26
-2238086445695076188,1,50,139+
-6177909895992176604,1,50,139+
1751625290040289236,0,24,024-26
-4629037064955879374,0,24,024-26
-7324284176025143564,0,24,024-26
8087051474883595330,0,65,043+
2948104315232918320,0,65,043+
3560320126855562014,0,22,023-
-4677998128742123003,0,28,027-28
-4729208424104142676,0,28,027-28
6415778217417706992,0,24,024-26
-4561648003354275269,1,23,123-26
-3140509418035873758,0,26,024-26
-1177466799134942124,1,32,132-38
-198641742246695809,0,21,023-
6944914800754391213,0,21,023-
-3839135489065083823,0,21,023-
4304661718896090612,1,27,127-28
-1745544203255217539,1,27,127-28
3185383259251337516,1,27,127-28
8709729329648745200,0,27,027-28
-4089459697901356877,0,27,027-28
-3571131509140729221,0,27,027-28
-1636404312341089367,0,20,023-
1529892894882826087,1,32,132-38
5604234051772607345,1,22,122-
-4219714893664092252,1,36,132-38
-5405351299656191128,0,20,023-
-1784556665395240487,1,24,123-26
5213450772826267045,1,22,122-
6194464245323966751,1,32,132-38
3019611849559926139,1,32,132-38
-126811151667286704,0,30,029-32
938978116889819803,0,37,033-42
299312045325153831,0,32,029-32
2466711601874614120,0,27,027-28
2094927442726019075,1,25,123-26
-8930642401447976045,1,21,122-
5732057807725143697,0,27,027-28
-7169382227706736457,0,26,024-26
3680314059696250025,0,26,024-26
-6665800961536139698,0,26,024-26
441877345956145642,0,60,043+
2863484854910518423,1,42,139+
8685137402461450160,0,61,043+
-3964419412192197704,1,28,127-28
-7844622941193921711,1,28,127-28
-5164592583350861226,0,24,024-26
3495572325559856419,0,51,043+
-7182550678499820874,1,28,127-28
-370601755158763707,1,28,127-28
-4528176522797597135,1,26,123-26
-4615413518345870134,0,26,024-26
7596469326749714863,0,20,023-
8374865052050088481,1,22,122-
-1230759357499231481,0,29,029-32
9085370879774266992,1,22,122-
-6875187913068327978,1,31,129-31
1551354833940960184,0,26,024-26
-6261849137012046332,1,22,122-
-5296795768198244286,0,31,029-32
-8556583065568226895,0,21,023-
9173419884739006121,0,21,023-
-8480830654134927996,1,22,122-
-2682982574885173561,0,22,023-
7422036246785802496,1,29,129-31
-2153561487650750072,1,24,123-26
-7688390095326532667,1,46,139+
-2978482061475618060,1,24,123-26
-3229116812260149082,1,36,132-38
-7762100339770620288,1,29,129-31
512945437368329395,1,29,129-31
-2352726808990948544,1,29,129-31
-8149881555692024541,1,28,127-28
8927089073015431276,1,28,127-28
75631620137897594,1,24,123-26
-2314677008601823213,1,30,129-31
4141326296733717090,1,21,122-
2078044180018472445,0,26,024-26
5310886374376182041,0,26,024-26
-4705996597881539937,1,30,129-31
-5440836338172671216,1,26,123-26
2230700073158645085,1,22,122-
8327465129842428308,1,27,127-28
9000385776693100971,1,27,127-28
-2770314395075287902,1,25,123-26
-7653657508180465398,1,25,123-26
6644827972655619368,1,42,139+
5006519807778849181,0,23,023-
4921221838964047891,1,25,123-26
-650585375504940499,0,19,023-
-4792445877878660702,0,33,033-42
-8778262627556792908,1,24,123-26
-545493082770787080,1,53,139+
7535639195143917861,0,21,023-
-3090965534270038142,0,21,023-
5892052546118206482,1,21,122-
4593149444002820758,0,21,023-
7458466907666102967,0,30,029-32
6018163012436422032,1,24,123-26
6233609481077501840,1,24,123-26
-4524657025127131391,1,17,122-
-2067643947294814254,0,21,023-
-3597376403932307879,0,21,023-
8723484922751483608,0,21,023-
5072498643140687486,0,21,023-
-6883627633346026582,0,21,023-
4645564429932581008,0,21,023-
5772967475457248372,0,21,023-
11491559839923177,1,29,129-31
2897803043810444591,1,26,123-26
3455763303588195724,1,22,122-
5636655868671510285,1,24,123-26
-2399849943257103099,0,28,027-28
-8449190212700577182,0,27,027-28
4237881999954706414,0,27,027-28
-942874512212895387,1,19,122-
-1091743894016839917,1,22,122-
-6090361071090906429,1,24,123-26
1655521335262384842,0,40,033-42
-4619521525897163402,0,27,027-28
-1906986247026168838,0,48,043+
-1524620065043482090,1,30,129-31
2789012635597617994,1,28,127-28
1884984568474386844,1,21,122-
-3292755804342234051,1,30,129-31
-2139499450586537952,1,23,123-26
7075974216403243975,1,47,139+
3641966503153974754,1,47,139+
7737430416568123421,0,30,029-32
3172030879897313537,0,21,023-
-3240020606946795006,1,21,122-
2648371269710737880,1,21,122-
-5341793018818794794,1,21,122-
8045582653345511562,1,18,122-
-1789029161712009407,1,30,129-31
-7956104163881573966,1,30,129-31
-4097238007335916520,1,29,129-31
-5916080241995108036,1,22,122-
540898254824368423,0,21,023-
-4084881998406720198,1,25,123-26
5961561254057327299,0,37,033-42
-7999485929490178797,1,24,123-26
-98557584186466297,1,58,139+
7299712923300252682,1,58,139+
8453762358102500950,1,58,139+
6140178313604769546,1,18,122-
5621706890805001399,0,20,023-
-3285649088422893420,0,24,024-26
-6499290225990826163,0,18,023-
288881149390144945,1,19,122-
4057339118624580405,1,31,129-31
3947943388739990023,0,21,023-
1564065307629078557,1,30,129-31
7464265790984438610,1,22,122-
8070837241765327605,0,35,033-42
-8558690772835224981,0,21,023-
-7175885325111163622,0,45,043+
-2107177132625990978,1,37,132-38
2794410900816430361,0,34,033-42
3709551579376485441,0,34,033-42
-868838219880011731,1,24,123-26
6563167257361207822,0,30,029-32
3946763831467232914,1,39,139+
-3863112879779387686,0,27,027-28
9020715183424321286,0,21,023-
-6337988875224541457,1,32,132-38
2986431719901851879,0,35,033-42
-742708778000426136,0,35,033-42
1130745937617286892,0,44,043+
1324222700406432150,0,26,024-26
8016177549145576665,1,28,127-28
-6105704784642767091,0,60,043+
-5262365063654329174,1,24,123-26
-8034770349159110782,0,44,043+
-2826059029425816638,0,44,043+
-4389989531068298199,0,44,043+
1529309126550940403,0,44,043+
3189907051064916952,1,29,129-31
5605080331284238333,0,24,024-26
-4532341124204303610,1,29,129-31
5544214816402774759,1,40,139+
-571395393495584556,1,21,122-
3471406409634935779,1,30,129-31
-367289204507809713,0,24,024-26
189642775592583204,0,31,029-32
-6045248283511637691,0,31,029-32
5885184459706711353,0,23,023-
-3804087105511434561,0,23,023-
-5908533907096148598,1,22,122-
9021384742174579452,0,34,033-42
-5104856548201158279,1,31,129-31
-7886159547783557940,1,24,123-26
1725092316613263668,1,32,132-38
3519487579016674864,1,46,139+
-1758924461795096013,0,22,023-
-4530795812534793525,0,22,023-
-7043348207868670866,0,22,023-
-6041868883745743910,0,22,023-
-4313973885275516874,0,22,023-
159734429853764258,0,22,023-
-1893279576416638880,0,22,023-
7883706241041103390,1,20,122-
-7844335342344947936,0,46,043+
8004198698814460411,1,37,132-38
3548454186813732854,0,22,023-
3770661194853437845,1,25,123-26
-2841824940004674668,1,25,123-26
-1473101449144913460,0,28,027-28
-5400569397250470035,0,38,033-42
6460317435532859295,1,35,132-38
1762536645191130532,1,19,122-
-742160456059342382,1,19,122-
2200147553656489505,0,26,024-26
7124864322108712731,0,19,023-
2611201227205732947,0,19,023-
-6775966815919571880,1,39,139+
-8595085762659285921,1,34,132-38
7050098611927002913,1,24,123-26
-3008449940158652340,1,20,122-
3945821013926918023,0,24,024-26
6393760196638952234,1,21,122-
6911186013057186065,1,27,127-28
9100147306947327290,0,23,023-
5797471751550052055,0,29,029-32
-6643991465200031967,1,36,132-38
6964078323932293168,1,26,123-26
-3895674232181253349,1,26,123-26
8197710894118369547,0,23,023-
-986417947024495226,1,20,122-
-1542962949322761093,1,20,122-
7537235818560434700,0,25,024-26
2007242844289494999,1,22,122-
-7686682899782214004,0,23,023-
5066730684218632810,0,29,029-32
7043155155242973440,1,22,122-
2450350084517153299,0,26,024-26
8251004744628997955,0,28,027-28
8886962191829501435,0,26,024-26
3104713967976642221,0,26,024-26
3366501425158615577,1,29,129-31
156446195905022953,1,32,132-38
6963718495024247815,1,24,123-26
4487486133460211221,0,41,033-42
-6432835267549498714,1,26,123-26
1308043969397661542,0,27,027-28
2420549306889326478,0,27,027-28
4088534098292472411,1,25,123-26
-6862324224148359300,1,26,123-26
-8038657548573574301,1,24,123-26
6826127593897520806,1,21,122-
1609613505870460841,0,37,033-42
-3105679878445525496,0,27,027-28
-2754054230942910206,1,26,123-26
-8738891133391106114,0,27,027-28
6233132311359663813,0,31,029-32
1033285044483408637,0,31,029-32
-3906657589166749773,0,29,029-32
-5918936225217682998,0,28,027-28
935646628527238063,1,29,129-31
-5933719272299026158,0,21,023-
916184131728788640,0,24,024-26
-7693903281092130363,0,24,024-26
3874051967316859590,0,32,029-32
-4356389851347234502,1,40,139+
-6232165350263795028,1,40,139+
1572224616888742619,0,24,024-26
-2736196264057454125,0,27,027-28
-4162054152257053524,1,22,122-
3472025964417973703,1,20,122-
-665471395945431042,0,30,029-32
2373336036969056899,1,19,122-
-7220219171087815969,1,35,132-38
6915406113064580567,0,24,024-26
1818824463636452445,0,24,024-26
6742347453091207559,1,28,127-28
-5635151986395077713,1,28,127-28
5558669480004989157,0,32,029-32
4011258253148074789,1,20,122-
-7901375880057779645,1,31,129-31
4433823343301548162,0,31,029-32
7736002171674129455,1,24,123-26
4028284481284361011,1,32,132-38
3425774699759823986,1,32,132-38
2120882215122395238,1,32,132-38
-3566121749976519065,1,32,132-38
-7930871806207257534,1,21,122-
-1604755958986174417,0,26,024-26
5897223222170847959,1,20,122-
-7025123265318436019,1,21,122-
6498726171240697765,1,21,122-
8808014748739913629,1,21,122-
-9127581760751230479,0,24,024-26
-7871729397357532092,1,18,122-
-8230566752735715078,1,18,122-
1403718229892033842,1,18,122-
-2180625304263494627,0,31,029-32
-820764418421216513,0,43,043+
3773268016946133162,0,22,023-
6523804839608177516,1,35,132-38
-3128312906543554897,0,27,027-28
6593328017983389984,0,27,027-28
6313941911536324364,1,27,127-28
5572905202182981126,1,23,123-26
7512385378998425236,0,21,023-
-8563428242815611719,0,25,024-26
8089988288812957098,0,27,027-28
1615473138203334405,0,20,023-
1323260169867365799,0,58,043+
-3663568202459459303,0,58,043+
-963347552818797750,1,21,122-
-339017850566503261,0,21,023-
-7268694424924501555,0,26,024-26
-5440045828799134168,0,20,023-
-1417780385059202509,1,28,127-28
-3758671953780799960,0,24,024-26
-5778600911732361805,1,30,129-31
-3300282771940051439,0,35,033-42
-6966883855082100809,1,45,139+
-8660995525658735112,1,22,122-
-2542996750539426657,1,20,122-
-3927651591152809658,1,20,122-
-1517017432832298945,0,19,023-
2342297241480614129,0,29,029-32
3741392140702590504,1,25,123-26
2984796713683958585,1,25,123-26
6211072885434268747,1,26,123-26
-3198350853828031835,1,20,122-
-1040897625788500880,1,20,122-
5785961807393393111,1,20,122-
-29449564280871372,0,32,029-32
-3387327590617323684,1,31,129-31
1993890841402114395,0,27,027-28
5642804286518136347,0,31,029-32
5266966172476176462,0,31,029-32
-2462223391842691968,1,26,123-26
6821649351605887971,0,19,023-
1731187936094637920,1,24,123-26
-3918696862298577046,1,25,123-26
1684955463337167316,1,46,139+
3609638605828138097,0,24,024-26
2403890045857851360,0,23,023-
-1795009834617760293,0,23,023-
-4334152245179804385,1,32,132-38
-983926175014985488,1,22,122-
-8562480488339558642,1,22,122-
-6901678500015014222,0,20,023-
-2010019061312728589,0,20,023-
-7609853621255964828,0,63,043+
-3777365759755671971,0,31,029-32
-6129604866402642954,1,29,129-31
5498749445780192519,1,43,139+
6814175686717415187,0,34,033-42
1852193788246034826,1,24,123-26
-6909362833549467646,1,31,129-31
3091682535641271690,1,25,123-26
5048077456995290494,1,25,123-26
-7383024747331946725,1,25,123-26
8224237134654371775,1,35,132-38
-6452921861285580339,1,23,123-26
2739364200758257859,0,30,029-32
5924389526240849438,1,31,129-31
5657796283864762736,1,24,123-26
-7786976339359613515,1,33,132-38
2330714609304352315,1,33,132-38
-9155869679964634067,0,35,033-42
8820671633744451646,1,32,132-38
-7803245932194973310,0,29,029-32
5271819890506748780,1,23,123-26
-6470671386277650773,0,28,027-28
-2938523074585445721,1,19,122-
-1623832657368099791,1,19,122-
1437362811474189948,0,22,023-
-1103456665361350756,0,22,023-
-2604355823487372307,1,28,127-28
1515454931904078797,1,28,127-28
-6196314809313599046,0,23,023-
-5197555518862098688,0,23,023-
3764610396456912015,0,23,023-
-5375155494253838850,0,25,024-26
-2862011648773852705,0,27,027-28
-281080513385405695,0,27,027-28
-6155429138757907416,1,19,122-
-177477721367268772,1,30,129-31
-7603634268456088748,1,20,122-
1855517938227216215,0,23,023-
-4631359996354822194,0,23,023-
-6380105473597333626,1,21,122-
-5079654337327320124,1,23,123-26
4235045702755961311,1,23,123-26
-7516713034711112485,1,23,123-26
-6541698213880552357,0,29,029-32
2882106896103777409,0,24,024-26
474666997257899131,0,24,024-26
1952265452514705627,0,48,043+
8790880180086329447,1,21,122-
-5631656456113245584,0,23,023-
7416504058306890841,1,22,122-
7182346104143692228,1,23,123-26
16479721132050512,0,41,033-42
6286513391775922789,0,41,033-42
-8077529931015057387,1,22,122-
-785072887414320524,0,21,023-
911391211924474861,0,23,023-
2455732941509356807,0,22,023-
5375599021847302819,0,47,043+
-6258556280002800226,1,25,123-26
-7905712825195576748,1,25,123-26
-2417746855733544354,0,24,024-26
-689907571407449919,1,32,132-38
-4850411371516437378,0,34,033-42
-158963524395385784,0,34,033-42
-1000572055892391496,0,27,027-28
7260713795015420314,0,27,027-28
5482186184736700726,1,37,132-38
-2255246711405328068,0,20,023-
762462623303258413,0,28,027-28
8709494280845762110,1,29,129-31
4233544277904199734,1,29,129-31
7635874187288414774,0,22,023-
-468498769378142758,1,21,122-
8676316069513889487,1,21,122-
9056220469110129981,0,22,023-
-6623383560645065713,0,22,023-
3411152677026312493,1,28,127-28
6817329384733471061,0,20,023-
-8058618758636369933,1,24,123-26
3957175675031762361,1,25,123-26
6586452912831395943,1,22,122-
-5773059331870951296,1,53,139+
3002991391594158206,1,21,122-
-7588749723367209987,0,21,023-
-9173038409778763190,0,21,023-
96925505786556226,1,28,127-28
-125991395706575578,1,23,123-26
-8754252613397223842,1,23,123-26
-3797811098196106267,1,29,129-31
-8836255656085747205,0,31,029-32
1249221139036673614,0,20,023-
5071300515280941616,0,25,024-26
-5650521596161609921,1,22,122-
-1986568676939977920,1,20,122-
6415472390178440189,0,21,023-
3546138860427474846,1,23,123-26
-397180211220135217,0,28,027-28
-5161222644511248866,0,28,027-28
1058998622078541571,0,21,023-
-2158604421517995519,0,19,023-
-4101993082452920571,0,35,033-42
5670486956864324718,1,46,139+
-7394570643580071348,1,21,122-
3650807967073628197,1,29,129-31
-2310462780396450907,0,39,033-42
1388517934619600143,0,20,023-
8891865910171510002,0,20,023-
-1630263659275514566,0,25,024-26
2372069741949028532,1,46,139+
8533431322537859229,0,22,023-
2689483987449250449,0,22,023-
8969660400584227016,1,21,122-
-1373330275853675880,0,20,023-
-1866577548965315905,0,20,023-
7520687516278212922,0,20,023-
-5906659454068178516,1,21,122-
4003591541977360992,1,21,122-
-753294822914732594,1,21,122-
5572507178489381068,1,24,123-26
7512898712613478689,1,19,122-
3004061177195570882,1,24,123-26
5782861978529556805,0,25,024-26
6490428404389122436,0,31,029-32
-7249366241106905702,0,24,024-26
7367799470042721919,0,24,024-26
927000092234988332,1,29,129-31
3678859982645875240,0,21,023-
9089127937118006259,0,26,024-26
-8830152296328257680,0,28,027-28
3914741676326101967,0,19,023-
5508155402505528142,1,31,129-31
2906459389292719884,0,30,029-32
4424928764046125276,0,30,029-32
-7449083112118009270,0,24,024-26
-2768592633515786127,1,29,129-31
4197536922819688087,1,22,122-
6903757417904313485,1,22,122-
-8572565853270768461,0,19,023-
-1505964731199285795,1,21,122-
4516951875257244314,1,21,122-
3895672169835574158,1,39,139+
8604653979389724234,1,44,139+
-3061245345482784831,0,22,023-
4378000314545292126,1,31,129-31
1443261475326084685,1,24,123-26
734492521703825810,1,24,123-26
8765877367300380672,0,32,029-32
-1815072973831028289,0,21,023-
1074756841335323269,0,21,023-
6565503496152981523,0,21,023-
4617366328320888621,0,37,033-42
8287794176159352695,1,28,127-28
1421610976615244652,1,28,127-28
5769548026580549442,1,32,132-38
7552016939604087354,1,26,123-26
-343318163100491914,0,25,024-26
1379286468318846879,0,25,024-26
524071064390938373,1,23,123-26
4050603542260635435,1,24,123-26
-804348826087730328,1,24,123-26
5659451456677260457,1,23,123-26
3226559968901848914,0,48,043+
8985783030236173035,1,20,122-
1586233736345944064,1,28,127-28
-2854233702746374919,0,22,023-
4689537835878957012,0,25,024-26
5813853516781775834,0,25,024-26
2043448130759176825,0,20,023-
7069843728232589732,1,26,123-26
5172102279586760616,0,37,033-42
155660315277710744,0,22,023-
-412607923112263098,0,29,029-32
1990177100660681725,1,26,123-26
5322977020361456018,0,48,043+
6407229829477192952,0,26,024-26
457057315475858963,1,34,132-38
4534243931022493943,1,34,132-38
3523686345687095871,0,25,024-26
-2046963218595338598,0,27,027-28
5231786966218831476,0,60,043+
-5678049767460659689,0,60,043+
-3210702861490942199,0,24,024-26
-351367258457450776,1,26,123-26
2490131241123962474,0,46,043+
3317151242338726005,1,46,139+
6202249996426169129,1,20,122-
2323794594141254897,1,20,122-
7314294417725791122,1,21,122-
4325947949999587599,0,20,023-
6021949318689272898,0,23,023-
6619401780885273738,1,29,129-31
-2720416718370129135,0,26,024-26
2241882312502341171,1,27,127-28
966127256155632917,1,27,127-28
-6154130533025773508,0,29,029-32
6781522335147995877,0,29,029-32
4591191877674024354,0,20,023-
-5255805792517122105,0,29,029-32
-6175780327001990771,1,20,122-
1405411388948552152,0,32,029-32
-1381583053559916962,0,21,023-
455934895176117197,0,25,024-26
-3174802636319946153,0,25,024-26
-8226881192796900116,0,25,024-26
